Unnamed: 0,城市,职位类型,学历要求 ,岗位名称,地址,薪资,年薪,学历
202,北京,员工关系,本科,员工关系实习生(A52485),a40b1f8240dc5a621HJz3dW4EVtV,150-200元/天,43750,"['5天/周', '3个月', '本科']"
203,北京,员工关系,本科,SSC高级经理(A66691),d16699116d6245f01HJ40tS-FlpV,20-40K·14薪,420000,"['5-10年', '本科']"
204,北京,员工关系,本科,高级员工关系专员,eb388cab1db15e4a1HV53d-9FVVZ,9-11K·14薪,140000,"['1-3年', '本科']"
205,北京,员工关系,本科,资深SSC,e16f063c484678581HJy2t29EVRU,13-16K,174000,"['5-10年', '本科']"
206,北京,员工关系,本科,高级员工关系专员,0b253a18065fe8d71HN82dS_GFRT,8-10K,108000,"['3-5年', '本科']"
207,北京,员工关系,大专,人事专员,9f36b862442c675b1Hd-3ty8F1pX,4-6K,60000,"['3-5年', '大专']"
208,北京,员工关系,本科,员工关系专员,b88f8b77b09b60461HR-3t66FVNV,160-180元/天,42500,"['4天/周', '3个月', '本科']"
209,北京,员工关系,本科,ssc经理,72463b7de91ae2db1XF92t24EFFX,20-30K,300000,"['5-10年', '本科']"
210,北京,组织发展,本科,人才与组织发展专家,23ff0e25b9d542921HB43tq_EVdZ,25-45K·15薪,525000,"['5-10年', '本科']"
211,北京,组织发展,本科,OD实习生,65f06739047b06901X1z0t6_FlBT,150-180元/天,41250,"['5天/周', '3个月', '本科']"
212,北京,组织发展,学历不限,人才发展经理,8b3b962774303eeb1HN72tS5ElNQ,12-17K,174000,"['经验不限', '学历不限']"
213,北京,组织发展,本科,海外办公室主任,080a964a006a11aa1nV90t-_EFtW,6-11K,102000,"['1-3年', '本科']"
214,北京,组织发展,本科,组织发展经理,3279ac1d1e756b401HB429y5FFFS,12-20K,192000,"['3-5年', '本科']"
215,北京,组织发展,硕士,人才测评研发经理,b21db789d36500ce1nF-3924GVRY,18-20K,228000,"['3-5年', '硕士']"
216,北京,组织发展,本科,组织发展,f108b423158ec5271HN739q-FVZX,110-130K·16薪,1920000,"['10年以上', '本科']"
217,北京,组织发展,本科,COE专家,52491900d81f44ad1HB429i_EltT,25-50K,450000,"['3-5年', '本科']"
218,北京,组织发展,本科,od专家,9df366cfcd7cf6831HN939y8GVRW,35-50K·13薪,552500,"['5-10年', '本科']"
219,北京,组织发展,本科,人才发展TD,334bbbc8b3b1c00a1HF_3d--FltW,15-25K·14薪,280000,"['经验不限', '本科']"
220,北京,组织发展,本科,组织发展主管,8ea5bc0f2c49b2fb1HJy2NW8GFZX,12-18K·15薪,225000,"['3-5年', '本科']"
221,北京,组织发展,本科,人才发展经理,1dbbe3958883b65d1HB42Nm5EVNR,20-40K·14薪,420000,"['5-10年', '本科']"
222,北京,组织发展,本科,人才发展岗TD,fa498d3b9f65058a1HN83N27GVJS,20-35K·16薪,440000,"['5-10年', '本科']"
223,北京,组织发展,本科,od组织发展经理,5ae72369e27414a31HFz2t21F1NT,25-50K·14薪,525000,"['5-10年', '本科']"
224,北京,组织发展,本科,COE专家,77dd14464a4b41d41HJz09S1EFZQ,25-35K,360000,"['5-10年', '本科']"
225,北京,组织发展,本科,组织发展经理(J11457),8b302a0d131222031XV739q5E1BV,25-35K,360000,"['3-5年', '本科']"
226,北京,组织发展,本科,OTD,7377cc2182beacd51HJz0t-1EVFZ,20-40K,360000,"['5-10年', '本科']"
227,北京,组织发展,本科,组织发展经理 (MJ016107),452cf0d8e556b9041Hx80ti5FlBR,25-35K·14薪,420000,"['5-10年', '本科']"
228,北京,组织发展,本科,组织及干部管理专员,cec8adb617725ec21HN-3d61FFtU,8-10K·14薪,126000,"['1-3年', '本科']"
229,北京,组织发展,本科,组织发展项目专家,841985dd528fc32d1Hd609W4F1ZW,20-26K·14薪,322000,"['5-10年', '本科']"
230,北京,组织发展,本科,人力资源实习生,72d0b13a4e822eda1Hd62Nu9EVFU,120-150元/天,33750,"['5天/周', '2个月', '本科']"
231,北京,组织发展,本科,HRBP - OD&OC,00192d84bf20f7e51HJ-2tS-EFFR,10-14K·14薪,168000,"['在校/应届', '本科']"
232,北京,组织发展,本科,人力资源高级专员/专员（人才管理）,7b4a7bd5689a76b71H162Nm0GVJS,10-11K,126000,"['3-5年', '本科']"
233,北京,组织发展,本科,人力资源专家,93037528b7c532a01HBz3N65ElFQ,25-50K·13薪,487500,"['经验不限', '本科']"
234,北京,组织发展,本科,组织绩效经理/高级经理（北控城市资源）,793be17f162787361HN62t2_GFBV,13-25K,228000,"['5-10年', '本科']"
235,北京,组织发展,本科,组织发展专家,70295d9a1b3720281Hx43t61FVBV,35-55K·15薪,675000,"['5-10年', '本科']"
236,北京,组织发展,本科,组织发展专家-【干部发展】,cf2ad3f3caf49c671HN539y7EVFT,20-40K,360000,"['3-5年', '本科']"
237,北京,组织发展,本科,组织干部管理,627ce7f3341521af1HJy0tq-FFpT,10-15K·15薪,187500,"['经验不限', '本科']"
238,北京,组织发展,本科,人才发展岗（含部分企业文化）,5b78f3df9df68db71HJy39-6F1dT,10-15K,150000,"['3-5年', '本科']"
239,北京,组织发展,本科,OD组织发展经理,9effcfb3d61fff1d1HZ_3t68E1FV,30-50K·13薪,520000,"['5-10年', '本科']"
240,北京,企业文化,本科,企业文化岗,cc5b4450fa6bd9851X1409m4ElpR,20-30K·13薪,325000,"['5-10年', '本科']"
241,北京,企业文化,本科,企业文化主管,9057b15e61ae0eb31HR43t29FFJY,8-10K,108000,"['3-5年', '本科']"
242,北京,企业文化,本科,企业文化经理,c364515cfd35221c1HN-2NW5FFJV,20-30K·13薪,325000,"['5-10年', '本科']"
243,北京,企业文化,本科,组织文化高级专家,db2532c75a3d66cc1HN93NS8FldQ,25-30K·16薪,440000,"['10年以上', '本科']"
244,北京,企业文化,本科,组织文化经理,95c76154d5a8cfa01X1z09y4FVRY,10-15K,150000,"['3-5年', '本科']"
245,北京,企业文化,本科,企业文化经理,fdc57c0451dec6a11HN629m-E1JY,15-20K·13薪,227500,"['5-10年', '本科']"
246,北京,企业文化,本科,人力实习生（企业文化方向）,5d284063892912fa1Hxy09W9FVdU,150-200元/天,43750,"['4天/周', '3个月', '本科']"
247,北京,企业文化,本科,培训文化主管,e7ae1c02d954f3d51Hdy2t-0EFtZ,13-15K,168000,"['3-5年', '本科']"
248,北京,企业文化,本科,培训企业文化经理(J2761),a8e22d10df3df21b1XN73NS9F1FX,16-25K·14薪,287000,"['5-10年', '本科']"
249,北京,企业文化,本科,企业文化实习生,92e6652bd884b4741HZ52Nu8E1FZ,170-200元/天,46250,"['4天/周', '3个月', '本科']"
250,北京,企业文化,本科,文化内容访谈策划,7977aab26a6c775c1HN-3969EFpY,150-200元/天,43750,"['4天/周', '3个月', '本科']"
251,北京,企业文化,本科,培训经理/企业文化经理,4bdf065da251a8fa1HN829S_ElFZ,14-18K·13薪,208000,"['3-5年', '本科']"
252,北京,企业文化,本科,企业文化实习生,f06feea1eadbbe971HF939y5GFpR,150-200元/天,43750,"['4天/周', '3个月', '本科']"
253,北京,企业文化,学历不限,企业文化专员,cfd22bf9fc6d67871Hdy2ti1E1ZY,5-8K,78000,"['1-3年', '学历不限']"
254,北京,企业文化,本科,企业文化专家,e1872d5abbb609781XN73dy7EltZ,35-65K·15薪,750000,"['5-10年', '本科']"
255,北京,企业文化,本科,企业文化实习生,2965253783bf7b8f1HF92N-5ElFW,150-200元/天,43750,"['4天/周', '3个月', '本科']"
256,北京,企业文化,本科,电单区域中心-文化实习生,b1974a79adfee4701HRz2966EVdX,3-4K,42000,"['经验不限', '本科']"
257,北京,企业文化,本科,企业文化专员,5fd19e7fbcdafb081HN_3d69GVJU,8-12K,120000,"['经验不限', '本科']"
258,北京,企业文化,本科,文化助理,ab1b3b27098e48721HJ609m8ElJY,15-16K,186000,"['经验不限', '本科']"
259,北京,企业文化,本科,企业文化主管,123f42af3dcf78e81HB_3ti5EltX,15-20K·14薪,245000,"['3-5年', '本科']"
260,北京,企业文化,本科,组织文化COE专家,a5671c99c15270d21HF42ty7GFtQ,25-45K·16薪,560000,"['10年以上', '本科']"
261,北京,企业文化,本科,企业文化落地专家,cd780a8a3c09b2731Hd42ty-E1RZ,25-40K,390000,"['3-5年', '本科']"
262,北京,企业文化,本科,文化培训与机制专家,5362f179fc994f4e1Hx63tq7FVVT,20-35K,330000,"['5-10年', '本科']"
263,北京,企业文化,本科,文化宣传策划,5face1781a1debae1HNy3Nq6EVA~,20-40K,360000,"['经验不限', '本科']"
264,北京,企业文化,硕士,企业文化宣传岗,c6ba4dd92944f66b1HJ-0tS1FFZU,18-26K·14薪,308000,"['3-5年', '硕士']"
265,北京,企业文化,学历不限,同事全是00后，5000+招几个招聘专员实习生,16b9ae9857ab36591HJ62tS5FlpX,4-9K,78000,"['经验不限', '学历不限']"
266,北京,企业文化,硕士,企业文化/薪酬福利主管,60ea191669dd5bed1HJ42dq5GVVU,20-25K,270000,"['1-3年', '硕士']"
267,北京,企业文化,本科,企业文化专家,16c95c26c7d1f8381HF-0927EFBQ,20-30K·13薪,325000,"['5-10年', '本科']"
268,北京,企业文化,本科,人力资源专员（2024应届生，企业文化方向）,3844316c62c783c21Hxy2N24F1FQ,5-10K,90000,"['1年以内', '本科']"
269,北京,企业文化,大专,企业文化专员,9c2db0b50f86044a1HV809m9GVVT,8-10K,108000,"['1-3年', '大专']"
270,北京,薪酬绩效,本科,薪酬绩效主管,de1cdf82f6cf83e01HN52tS4FFBW,10-13K,138000,"['3-5年', '本科']"
271,北京,薪酬绩效,大专,工资员,d0a0d927b68edbaf1HJy3t2-E1dQ,5-6K,66000,"['经验不限', '大专']"
272,北京,薪酬绩效,本科,薪酬专员(J14971),0a115903cee403271HZ73t28FFtW,7-8K·16薪,120000,"['经验不限', '本科']"
273,北京,薪酬绩效,本科,薪酬数据主管,bdb50b68b99ae13c1HBz29y5FlVY,8-13K·13薪,136500,"['经验不限', '本科']"
274,北京,薪酬绩效,本科,COE-薪酬绩效经理,23360ff9347ef4651HR-2dy5FlFX,20-30K·13薪,325000,"['10年以上', '本科']"
275,北京,薪酬绩效,本科,薪酬绩效,0ffae0f1cf750d911HN739S6FldX,50-65K·16薪,920000,"['5-10年', '本科']"
276,北京,薪酬绩效,本科,绩效薪酬经理,66afa2a5be50b54e1HF43Ny9GFNQ,20-30K,300000,"['3-5年', '本科']"
277,北京,薪酬绩效,本科,（J63941）人力资源管理（薪酬绩效…,2b633182728788ce1Hx43d-0FFJT,面议,0,"['在校/应届', '本科']"
278,北京,薪酬绩效,本科,HRBP（员工关系&薪酬绩效）-北京-00904,9bc5ed984e63e2471HN709i5F1VV,11-20K,186000,"['1-3年', '本科']"
279,北京,薪酬绩效,本科,薪酬绩效专家岗（COE）(A174398),2b4b9e707e7412601HN63tq9FVpW,20-30K,300000,"['5-10年', '本科']"
280,北京,薪酬绩效,本科,COE,44df80d63422add11HB82dW7F1tZ,20-40K,360000,"['5-10年', '本科']"
281,北京,薪酬绩效,本科,薪酬专家,20bf618e61dbb0ef1HN92ti5FFBR,20-25K,270000,"['5-10年', '本科']"
282,北京,薪酬绩效,本科,高级薪酬福利专员,361c8a92c6067d4a1HJy2tS8GVtW,8-13K·13薪,136500,"['1-3年', '本科']"
283,北京,薪酬绩效,本科,薪酬主管/专员,e198b4587503fcc41XZ42NS7FlVU,12-20K,192000,"['5-10年', '本科']"
284,北京,薪酬绩效,本科,薪酬绩效经理/总监,19d7140ed19d40981X1629S8FVRX,20-40K,360000,"['3-5年', '本科']"
285,北京,薪酬绩效,本科,薪酬主管(J10063),b24f22b7497f150a1HZ92tm_FlRR,16-20K,216000,"['5-10年', '本科']"
286,北京,薪酬绩效,本科,薪酬绩效专家,1f98f542dacaa36a1HN62dq8FVtT,25-45K·15薪,525000,"['5-10年', '本科']"
287,北京,薪酬绩效,本科,薪酬福利专家,e26cc306fe77b1ed1HN42926GFpS,20-40K·15薪,450000,"['5-10年', '本科']"
288,北京,薪酬绩效,本科,薪酬绩效专员,465bd92d0b324c6c1Hd83t-_EFJV,5-8K,78000,"['1-3年', '本科']"
289,北京,薪酬绩效,本科,薪酬专员,f2be7debd96dc0aa1HF929-_F1JZ,8-11K·14薪,133000,"['1-3年', '本科']"
290,北京,薪酬绩效,本科,薪酬绩效主管/经理,53f506cfd373ff041Hd-2Ny1FFpV,10-13K,138000,"['3-5年', '本科']"
291,北京,薪酬绩效,本科,绩效考核经理,de1363d04ed047e61HF72t-9EFNW,20-35K,330000,"['5-10年', '本科']"
292,北京,薪酬绩效,本科,人事薪酬专员,b912646448aa591a1HN629y9FltQ,6-8K,84000,"['1-3年', '本科']"
293,北京,薪酬绩效,本科,薪酬绩效经理/COE-丰台,48feb10b7da5fca11HJ82ty5F1RW,18-22K,240000,"['5-10年', '本科']"
294,北京,薪酬绩效,本科,人力资源主管（绩效、员工关系）,67eef5ac04912bdc1HN53N-8FVdW,12-15K·13薪,175500,"['3-5年', '本科']"
295,北京,薪酬绩效,本科,薪酬业务专员,647c99a74e8b19681Xdy0ty8F1ZZ,7-9K·13薪,104000,"['1-3年', '本科']"
296,北京,薪酬绩效,本科,薪酬绩效专员/主管（北京）(A15844),c26fc8265d3b34531Hxy3t65GVZQ,15-20K,210000,"['3-5年', '本科']"
297,北京,薪酬绩效,本科,薪酬专员/主管,2f37b6d3a5b129491HF_29y1GVRS,10-15K,150000,"['3-5年', '本科']"
298,北京,薪酬绩效,本科,CoE专家（OD及C&B方向）,cf51dd2b8926189b1HN_2ty1FFtS,25-50K·14薪,525000,"['5-10年', '本科']"
299,北京,薪酬绩效,本科,绩效管理专家,3bda1baecb5466941Hx43dy1FVNW,20-30K·14薪,350000,"['5-10年', '本科']"
300,北京,猎头顾问,本科,猎头顾问,12d2a8b728d7bf3d1Hd52tS_GVRR,7-12K,114000,"['经验不限', '本科']"
301,北京,猎头顾问,大专,营商支持（建筑行业证书猎聘岗位）,9393b375fbc22e0e1HB83Ni0FlNY,6-8K,84000,"['1-3年', '大专']"
302,北京,猎头顾问,本科,字节跳动 - 招聘专家,d89532fe8668afb21Hx_2t-5FFNU,10-15K·13薪,162500,"['3-5年', '本科']"
303,北京,猎头顾问,大专,招聘主管【底薪8-15k】,23bf5674970f3e0a1HF93tu9GFBX,10-15K,150000,"['3-5年', '大专']"
304,北京,猎头顾问,大专,招聘顾问,95050ab963c743ba1HF82ty4ElNY,3000-9500元/月,75000,"['3-5年', '大专']"
305,北京,猎头顾问,学历不限,寻访专员,73da0bfbc9ade3ae1HB_09u6FlJY,12-18K·13薪,195000,"['经验不限', '学历不限']"
306,北京,猎头顾问,大专,高级/资深猎头顾问,513a59710db118601nF-2tq7EFM~,10-20K,180000,"['3-5年', '大专']"
307,北京,猎头顾问,本科,招聘顾问,19049504f552e57b1HJ609i0GFJT,7500-9000元/月,99000,"['5-10年', '本科']"
308,北京,猎头顾问,本科,猎头顾问助理,2160dc763def08881HF_3tq9FFdT,100-150元/天,31250,"['4天/周', '3个月', '本科']"
309,北京,猎头顾问,本科,海外高层次人才专员（在校生/实习/远程）,b52d746a434d0bb31HFz29y1ElFS,3000-5000元/月,48000,"['经验不限', '本科']"
310,北京,猎头顾问,本科,猎头顾问助理,ff244909e7c4038e1nZz2Nm_EVNR,5-8K,78000,"['3-5年', '本科']"
311,北京,猎头顾问,大专,猎头助理,d6bf74ea8041959d1nN609-_GVtX,3-8K,66000,"['经验不限', '大专']"
312,北京,猎头顾问,本科,淘天招聘助理/专员for中台（直管base杭州）,93eac0704b8112ce1HF509-6ElVT,7-12K·13薪,123500,"['1-3年', '本科']"
313,北京,猎头顾问,大专,猎头,f9bc08a6ea2413d81X192N24FFtX,10000-15000元/月,150000,"['5-10年', '大专']"
314,北京,猎头顾问,学历不限,医疗器械行业  招聘（猎头岗） 合作,c35b995d2ad941801HB93d26FVdT,10-11K,126000,"['1-3年', '学历不限']"
315,北京,猎头顾问,本科,企合猎头经理,a4fc7e097086f30c1HF_29y8FVFU,15-30K,270000,"['3-5年', '本科']"
316,北京,猎头顾问,本科,猎头助理,062502407c0ffbe71nx82N64ElNR,10-15K,150000,"['经验不限', '本科']"
317,北京,猎头顾问,本科,招聘经理兼商务对外（云通信供应链采购）,d75d266a4892004a1HJy09y-EFFY,10-12K,132000,"['1-3年', '本科']"
318,北京,猎头顾问,本科,联合创始人,bed017eda3f8a41e1HB_2N-6FlVX,20-40K,360000,"['5-10年', '本科']"
319,北京,猎头顾问,本科,猎头顾问,f342e395e726daaa1XV43tm_F1BS,8-12K,120000,"['经验不限', '本科']"
320,北京,猎头顾问,本科,猎头顾问助理,bdd9d067852fd3121HB63t29E1pW,5-10K,90000,"['经验不限', '本科']"
321,北京,猎头顾问,本科,兼职猎头（招本科应届生方向）,a5b3a96ec12e59931HB73NW0EVZT,14000-15000元/月,174000,"['经验不限', '本科']"
322,北京,猎头顾问,本科,猎头,a168e3cfc480f4a41XV-3tu1EVpW,10-12K,132000,"['3-5年', '本科']"
323,北京,猎头顾问,本科,助理猎头顾问,f9921dcc72c073de1nF_2ty8GVZX,5-8K,78000,"['经验不限', '本科']"
324,北京,猎头顾问,大专,Home 猎头顾问,9f6d4fbcb095ff471nR72Nq8FVtQ,5-6K,66000,"['1-3年', '大专']"
325,北京,猎头顾问,本科,猎头助理,3b9e7516dd86e55c1XV53N-6E1ZR,5-6K,66000,"['1-3年', '本科']"
326,北京,猎头顾问,本科,高端人才招募（专家智库）,fec04db3ff791f331HJy3t67GFdZ,6-10K,96000,"['1年以内', '本科']"
327,北京,猎头顾问,学历不限,职业推荐师,cb3e5e64f25ae9311HF52t-7GFpX,20-30K,300000,"['经验不限', '学历不限']"
328,北京,猎头顾问,本科,兼职招聘专员,8227e50d3095d8d31HF53du4F1VV,120-170元/天,36250,"['3-5年', '本科']"
329,北京,猎头顾问,本科,猎头顾问/助理-应届生优先（六险一金）,1fbcc8a6c0dab85b1Hd63Nq6E1RY,6-10K,96000,"['1年以内', '本科']"
330,北京,行政专员/助理,大专,行政助理,2366155a8ccbae781HN62Nu7FVFU,6-8K,84000,"['3-5年', '大专']"
331,北京,行政专员/助理,本科,行政实习生,fcb15c569f94361d1Hx_09y6FFZX,2-3K,30000,"['经验不限', '本科']"
332,北京,行政专员/助理,本科,人事行政专员,c35a628798bf0c711HZ50t6-GFtT,10-15K,150000,"['3-5年', '本科']"
333,北京,行政专员/助理,本科,行政专员,2dd88cb3c84ebc821HJy39u_EVVT,7-12K·14薪,133000,"['3-5年', '本科']"
334,北京,行政专员/助理,大专,行政专员,8e5907fe9f3d55681HF_2t28FFRU,5-6K,66000,"['3-5年', '大专']"
335,北京,行政专员/助理,大专,综合行政助理（高效+协调能力）,08c02933c011ad1f1HN_39W8EltY,5-8K,78000,"['1-3年', '大专']"
336,北京,行政专员/助理,大专,行政专员,7b7647bbe8193eec1HN-09W6FlFZ,5-6K,66000,"['3-5年', '大专']"
337,北京,行政专员/助理,本科,部门秘书,49c8367d1e66b4c91nZ73tq7GFBU,6-8K·13薪,91000,"['1-3年', '本科']"
338,北京,行政专员/助理,大专,行政助理/文员,8efedad0bb31058a1Hx529-7EFVZ,5-6K,66000,"['经验不限', '大专']"
339,北京,行政专员/助理,学历不限,急聘兼职,2317900527c7791f1H1639i-FFtU,200-300元/天,62500,"['经验不限', '学历不限']"
340,北京,行政专员/助理,硕士,高校录取专员 Admission Officer,35d04f3c5b6f67691HN62di5FFZQ,8-12K,120000,"['1年以内', '硕士']"
341,北京,行政专员/助理,本科,行政专员,59fe904299e568561HJ_3tW-E1JQ,6-7K·14薪,91000,"['3-5年', '本科']"
342,北京,行政专员/助理,大专,行政专员,6ceb03fa3f61b6ee1HN43NW7F1NQ,6-7K·13薪,84500,"['1-3年', '大专']"
343,北京,行政专员/助理,大专,工商注册内勤,5cef9f8d93824cd71HJ82NS6FFVT,5-6K,66000,"['经验不限', '大专']"
344,北京,行政专员/助理,大专,内勤专员,5d9466a39d316e0e1HJ93t65F1FS,8-13K,126000,"['经验不限', '大专']"
345,北京,行政专员/助理,大专,行政出纳前台,63a1658513b007551nx40t27F1ZZ,4-6K,60000,"['1-3年', '大专']"
346,北京,行政专员/助理,本科,保密专员,0675ae4299f06e311Hd52tm7EVVZ,7-9K·14薪,112000,"['1-3年', '本科']"
347,北京,行政专员/助理,本科,行政人力专员,8ffd5da352b959b81Hd73Nq7EFRZ,7-12K,114000,"['经验不限', '本科']"
348,北京,行政专员/助理,本科,行政专员,71b162a2e6cdf6531HN92t-9FFRQ,7-9K,96000,"['3-5年', '本科']"
349,北京,行政专员/助理,大专,办公室行政人员,d8ea1ad3637b4bf41HF93di-FVZR,4-5K,54000,"['1-3年', '大专']"
350,北京,行政专员/助理,硕士,行政专员,31bef5db8b4b14751HJy0t20FlZQ,10-15K,150000,"['经验不限', '硕士']"
351,北京,行政专员/助理,大专,证照管理专员(J450380),8fafa4e69901822e1nN62tS-EFRT,6-7K·14薪,91000,"['1年以内', '大专']"
352,北京,行政专员/助理,大专,助理,b8de88dee66157321HN53Nq9GFRQ,4-5K,54000,"['经验不限', '大专']"
353,北京,行政专员/助理,大专,实习文职,b263be2be15797251XN609S4E1NU,100-150元/天,31250,"['3天/周', '3个月', '大专']"
354,北京,行政专员/助理,本科,文档管理,b6392602d66c2eb51Hdz2N-8E1VU,200-250元/天,56250,"['4天/周', '3个月', '本科']"
355,北京,行政专员/助理,本科,行政专员,4940bfe795518c191HF_2Nq9FFFY,7-9K,96000,"['1-3年', '本科']"
