Unnamed: 0,城市,职位类型,学历要求,岗位名称,地址,薪资,年薪,经验不限,,
234,北京,Node.js,本科,Node.js 高级开发工程师,9496825a598fcb131H16296_FVFW,20-35K,330000,经验不限,,
235,北京,Node.js,本科,Node.js服务器后端工程师,e321c7b27e7280b30nR72d2-FlQ~,8-13K,126000,1-3年,,
236,北京,Node.js,大专,Node.js研发工程师,956f12c6d55531f11nJ53dq7F1I~,8-12K,120000,1-3年,,
237,北京,Node.js,本科,Node.js,62f216b90a3271340Hx-39i8Flo~,9-14K,138000,1-3年,,
238,北京,Node.js,大专,Telegram小程序开发,f941c44dc95a86b31HN_2t-0GVVZ,30-40K,420000,1-3年,,
239,北京,Node.js,本科,后端(Nodejs)开发工程师,230a6e51010b46f31HF60ty4FFZY,15-22K,222000,3-5年,,
240,北京,语音/视频/图形开发,本科,流媒体工程师,f5611ecad2fe33c31Hx829S4E1JT,9-13K·13薪,143000,在校/应届,,
241,北京,语音/视频/图形开发,大专,视频系统工程师,25f8f73e75d6a7ae1XZ_2ti0FlRY,7-12K,114000,1-3年,,
242,北京,语音/视频/图形开发,大专,音视频开发工程师,a68b36c9abc7aebf1Xx_0t21ElZS,6-8K,84000,1-3年,,
243,北京,语音/视频/图形开发,大专,后端开发工程师,78840a9e5a070fb51HN73ti5F1FT,5-10K,90000,1-3年,,
244,北京,语音/视频/图形开发,本科,音视频研发组长,d0f070870fa75e561Hx63dy5E1pX,3-5K,48000,3-5年,,
245,北京,语音/视频/图形开发,本科,音视频编解码工程师-国企-稳定-反馈快,49e7bc6df23e72fa1HN80ty8GFtQ,20-35K·16薪,440000,5-10年,,
246,北京,语音/视频/图形开发,本科,音视频开发工程师,94f3820765a3e5e61HZz2Nm0EVdR,20-30K,300000,5-10年,,
247,北京,语音/视频/图形开发,大专,场景建模工程师,abf4055e9692337803Z82dm0GFs~,8-12K,120000,1-3年,,
248,北京,语音/视频/图形开发,本科,游戏引擎研发工程师,5aaf18d79135a0171Hx_2di4E1tT,25-45K·13薪,455000,3-5年,,
249,北京,语音/视频/图形开发,本科,语音唤醒技术专家,aaab18070dd709f11HNy09m_FVJY,50-80K·15薪,975000,3-5年,,
250,北京,语音/视频/图形开发,本科,语音/视频/图形开发,015ab95708102ce603J42dW-GVU~,6-7K,78000,1年以内,,
251,北京,语音/视频/图形开发,本科,c++开发工程师（渲染/OpenGL，211以上）,ec62cfc01257ce561Hxy0t60GFVV,20-40K·14薪,420000,经验不限,,
252,北京,语音/视频/图形开发,本科,高级Audio软件开发工程师 北京 南京 深圳,efc66ab0c0875cbd1HN62du6E1NZ,50-80K·15薪,975000,5-10年,,
253,北京,语音/视频/图形开发,本科,图像识别,4201adf7e4040d361nZ43tS4E1dZ,7-9K,96000,1-3年,,
254,北京,语音/视频/图形开发,本科,微信秒剪-发布器SDK高级研发工程师(北京),e4aefac3d377f60f1Hx93N60GFdW,30-60K·16薪,720000,3-5年,,
255,北京,语音/视频/图形开发,本科,游戏引擎研发工程师,29db8150bb80452e1HJ93tS0GVVV,25-50K·13薪,487500,经验不限,,
256,北京,语音/视频/图形开发,大专,语音/视频/图形开发,4091837328839ffb1n1-3N20E1c~,5-6K,66000,1年以内,,
257,北京,语音/视频/图形开发,本科,视频工程师,3d1b2267d325f72a1X1729i8FFo~,7-10K,102000,1-3年,,
258,北京,语音/视频/图形开发,大专,13k+图像画质工程师,883265c190d3daf71HN70ty1EFpR,13-15K,168000,1-3年,,
259,北京,语音/视频/图形开发,本科,nlp高级工程师  不外包,6aa23c6ff24424561Hx62Nu-E1pY,35-50K·15薪,637500,5-10年,,
260,北京,语音/视频/图形开发,本科,美颜相机（鸿蒙）工程师,f2b5782cb6d9ce941Hx92ti1FlVQ,15-25K,240000,3-5年,,
261,北京,语音/视频/图形开发,本科,流媒体开发工程师,a7302e9f3416a9ab1Hx529S5FFNR,27-30K·13薪,370500,3-5年,,
262,北京,语音/视频/图形开发,大专,网页设计师--通辽市,60cea617e075752f1Xd73N68ElZV,4-5K,54000,1-3年,,
263,北京,语音/视频/图形开发,本科,流媒体后端开发工程师 (高级/资深),a7ca314fc20bad6c1HF83ty8ElRV,30-50K·15薪,600000,5-10年,,
264,北京,语音/视频/图形开发,大专,渲染引擎开发,8ea025fffa29a5921Hxz2NW7FFFV,15-30K,270000,1-3年,,
265,北京,语音/视频/图形开发,本科,新业务部-VIDEO软件专家,625d0400672aa7e41XFz39S7FVtY,30-60K·15薪,675000,5-10年,,
266,北京,语音/视频/图形开发,大专,互动多媒体软件开发工程师,f2a10f397d45d7ff3nx43ti6Flc~,8-13K,126000,经验不限,,
267,北京,语音/视频/图形开发,本科,语音助手客户端开发工程师&专家,852eb644ff5cf0e81Hxz39y4EFFV,30-60K,540000,3-5年,,
268,北京,语音/视频/图形开发,本科,Camera画像调试工程师,30364a05b32c3da91XZ73d--GVJT,35-65K·13薪,650000,1-3年,,
269,北京,语音/视频/图形开发,本科,高级音视频工程师,c0d60c41331ff4d51HZz3t-4FVFQ,25-45K·16薪,560000,3-5年,,
270,北京,GIS工程师,大专,高精地图分析,c125c63b4122a2641Hxy2dm-FVpR,5-10K,90000,1-3年,,
271,北京,GIS工程师,本科,webgis,2e12345584fc77771Hxz2du7GFpR,8-10K,108000,经验不限,,
272,北京,GIS工程师,本科,GIS工程师,856414e22e9fe2b21nJ82N21E1dU,8-12K,120000,1-3年,,
273,北京,GIS工程师,大专,java+jsp+html(前后端)开发工程师,a56444f3fd1c401c1nRy0t24F1JX,7-12K,114000,3-5年,,
274,北京,GIS工程师,本科,webgis开发工程师,e7617bd237a48a7e1XJ-3tu-FldY,8-13K·13薪,136500,经验不限,,
275,北京,GIS工程师,大专,数据处理工程师,eb4fc3c9e057b5431Hx82Ny1FFJZ,5-6K,66000,1年以内,,
276,北京,GIS工程师,大专,GIS开发工程师,83d5df3585cce1901nxy2t65E1JY,7-9K,96000,1-3年,,
277,北京,GIS工程师,本科,webgis开发工程师,65f12c9f6063d6c31HN53di4GFBQ,9-14K,138000,1-3年,,
278,北京,GIS工程师,本科,地图数据工程师,d287b60d17699b9c1XF-2N-9FFpX,9-11K,120000,1-3年,,
279,北京,GIS工程师,本科,地理信息、遥感技术支持岗,c8673470de6147c31nV_3d-5GVFS,6-11K,102000,经验不限,,
280,北京,GIS工程师,大专,影像处理工程师,ac2ec803e0760ff71Hx_2tW5E1NU,6-9K,90000,1-3年,,
281,北京,GIS工程师,本科,WEBGIS前端开发工程师,a6560c0445a2f88a1Hxy2Nm8GVFX,8-13K,126000,1-3年,,
282,北京,GIS工程师,本科,Gis应届毕业生,7d9bd00b63dab4201XZ83t-6FFVW,7-12K,114000,经验不限,,
283,北京,GIS工程师,本科,数据处理,8c7d4555f59cad191nR-2N61GFtZ,4-6K,60000,经验不限,,
284,北京,GIS工程师,本科,GIS开发工程师,01528740e24af3551HJy39u4EFFX,7-12K,114000,1-3年,,
285,北京,GIS工程师,本科,测绘、遥感、地理信息类专业应届毕业生招聘,36ebd4c19b1f990a1HZ73ti4FVpY,4-7K,66000,在校/应届,,
286,北京,GIS工程师,本科,遥感图像处理与解译工程师,8fb89def20be42761HJ73dm-FlFQ,8-9K,102000,经验不限,,
287,北京,GIS工程师,大专,gis数据处理工程师,2c5d13af77d3aa8f1Hxy2t2_ElVQ,6-9K,90000,1-3年,,
288,北京,GIS工程师,本科,技术支持工程师（2025届）,ded269b6b3eedb981HN_2Nu7EFNX,9-14K,138000,在校/应届,,
289,北京,GIS工程师,大专,GIS工程师,5b75d92397f154fa1HZ43N66FVpY,6-10K,96000,3-5年,,
290,北京,GIS工程师,本科,遥感数据处理实习工程师,ab5e51b6436852b71nx739-9GVtQ,3-5K,48000,经验不限,,
291,北京,GIS工程师,本科,gis数据处理工程师,fabee0bf7627946d1Hx_2Nu_FlJT,5-8K·13薪,84500,1-3年,,
292,北京,GIS工程师,大专,遥感数据处理主管,9eaebf020f9f85bb331z39S5E1U~,3-7K,60000,1-3年,,
293,北京,GIS工程师,本科,GIS后端开发工程师,e4b0d69ad91b23131Hx50tu_EltR,8-12K,120000,在校/应届,,
294,北京,GIS工程师,本科,GIS工程师,a4ea46449fe67a681HV92t64FlNW,7-12K,114000,1-3年,,
295,北京,GIS工程师,本科,gis开发工程师,abd45a332aa290931nVz39i8FlFS,8-12K,120000,经验不限,,
296,北京,GIS工程师,本科,高精地图主管,8816b3fe9405f0371Hx42965ElJW,8-12K,120000,3-5年,,
297,北京,GIS工程师,本科,GIS工程师,e5b3e14f09f47efc1Xx53NS_EFZQ,6-10K,96000,经验不限,,
298,北京,GIS工程师,本科,技术实施,2a18c6332c886eb31HN52Nm9FlJV,5-8K,78000,3-5年,,
299,北京,GIS工程师,本科,三维GIS研发工程师,1fd1b1a55ffb66a41X1_2N6-FlVW,8-12K,120000,1-3年,,
300,北京,区块链工程师,本科,区块链工程师,7be4c84853651f0a1Hx62t29FVZR,40-50K,540000,5-10年,,
301,北京,区块链工程师,本科,Solana合约工程师,fef0f1a382acb1971HJz0tq0EVtS,30-60K·15薪,675000,3-5年,,
302,北京,区块链工程师,本科,智能合约开发工程师（远程）,bd0c062d5d375aaa1Hx82960E1BY,15-25K,240000,3-5年,,
303,北京,区块链工程师,本科,【web3 远程】区块链开发工程师,06c096cc8a48a10a1HJy2N2-FFVT,35-60K,570000,3-5年,,
304,北京,区块链工程师,本科,智能合约工程师,977d5662fdc98a231HNz3N26EVNT,30-50K,480000,5-10年,,
305,北京,区块链工程师,本科,智能合约工程师（区块链 远程办公）,50968ea3252773021Hx62NW_F1dZ,35-60K·16薪,760000,3-5年,,
306,北京,区块链工程师,本科,区块链开发高级工程师,29017466037e9cc51Hxz3di0GVJZ,45-75K,720000,5-10年,,
307,北京,区块链工程师,本科,智能合约开发工程师,12e3c0840a76c94d1Hx62NS0ElpR,30-50K,480000,3-5年,,
308,北京,区块链工程师,本科,特急-区块链研发工程师,4da8064e640388091Hx42NS0ElVW,30-60K·16薪,720000,5-10年,,
309,北京,区块链工程师,本科,区块链公链Dev leader,ac780593ba1017d11HR-2NS-EldX,30-60K·16薪,720000,3-5年,,
310,北京,区块链工程师,本科,DeFi Researcher,148291689d45414b1HN-39u5F1RY,45-75K·18薪,1080000,3-5年,,
311,北京,区块链工程师,本科,智能合约开发,47508f898b482c371Hx_3di6ElRV,30-55K·15薪,637500,经验不限,,
312,北京,区块链工程师,本科,智能合约工程师,3d60e74c015f5a2c1HFy3du0FFRY,15-25K,240000,1-3年,,
313,北京,区块链工程师,本科,区块链智能合约开发工程师,2fb67cc5ef6260201HN839m_E1pZ,20-35K,330000,1-3年,,
314,北京,区块链工程师,本科,区块链开发工程师,e094ceeb84a2cc891Hd53t68GFpZ,20-30K·14薪,350000,1-3年,,
315,北京,区块链工程师,本科,区块链开发工程师,1494872a9160f9791nV829u7F1NW,6-7K,78000,经验不限,,
316,北京,区块链工程师,本科,区块链智能合约开发工程师,475ca8bc9330300e1Hx539y8FVRQ,30-60K,540000,3-5年,,
317,北京,区块链工程师,本科,区块链开发,a3e1e41d5f8d52db1Hx-3ty1FVJY,15-30K,270000,1-3年,,
318,北京,区块链工程师,本科,区块链研发技术专家,63fb7bb419f45fde1HNy39i9EVZT,30-60K·16薪,720000,3-5年,,
319,北京,区块链工程师,本科,区块链远程岗位,482a52100d7162ae1Hd53di-GFFV,30-60K,540000,3-5年,,
320,北京,区块链工程师,本科,区块链开发工程师,1e5749483553111e1XVz2N60EVdU,15-25K,240000,经验不限,,
321,北京,区块链工程师,本科,区块链,4026d4a66974fffe1Hx63N26E1dT,100-400元/周,13000,1-3年,,
322,北京,区块链工程师,本科,Java和智能合约工程师,30cf210f959842c51Hxz3t-4GVJQ,20-40K,360000,1-3年,,
323,北京,区块链工程师,本科,高级java架构师,85a3316e3acc4f571Hx_2NW9F1ZZ,40-60K·15薪,750000,10年以上,,
324,北京,区块链工程师,本科,区块链钱包 Golang 开发工程师,f7515c0004e69bb11Hxz3dy1ElZY,50-65K·15薪,862500,5-10年,,
325,北京,区块链工程师,本科,区块链开发工程师（加密钱包方向）,e17fef4b5d0fae0c1HN839u1GVpS,25-35K,360000,3-5年,,
326,北京,区块链工程师,本科,区块链开发（分布式）,efd2b2a8c2d886271HJ-2tu5EVdV,30-50K,480000,5-10年,,
327,北京,区块链工程师,本科,区块链智能合约工程师,8f00c7871717ae1e1Hx50925EVFV,30-60K·15薪,675000,3-5年,,
328,北京,区块链工程师,本科,区块链錢包开发工程师,5f4df377c5e94e061HN-3dm4GFRQ,25-45K·16薪,560000,3-5年,,
329,北京,区块链工程师,本科,招聘区块链系统工程师（外企，居家办公）,5c4a5462016259741Hxy2NS9EFVS,50-80K·16薪,1040000,5-10年,,
330,北京,全栈工程师,大专,高级全栈工程师,ebf5ce1da57094811X16092_E1tX,1-4K,30000,1-3年,,
331,北京,全栈工程师,大专,全栈开发,33015a0ef5f081251Hx92N-7F1dS,9-14K,138000,3-5年,,
332,北京,全栈工程师,大专,全栈工程师,c27b8ee55662b9201HF73di1F1ZU,8-12K,120000,1-3年,,
333,北京,全栈工程师,本科,全栈开发,58979991cc11804d1Hx42dS5FVBZ,6-11K,102000,1-3年,,
334,北京,全栈工程师,本科,高级全栈开发工程师,a7b6f8a2302c36ba1Hx409u5GFpR,6-8K,84000,1-3年,,
335,北京,全栈工程师,本科,【产二-邮储】初级全栈开发工程师,62d4d8bbb86e700f1Hxy2dW8FldU,7-9K,96000,1年以内,,
336,北京,全栈工程师,本科,全栈开发工程师,3a2eb1e098c623111Hx439S0EFpY,9-12K,126000,在校/应届,,
337,北京,全栈工程师,大专,web全栈开发工程师,aec8dd9f84d0c7cc1HB50t66FVRW,8-13K,126000,经验不限,,
338,北京,全栈工程师,本科,软件开发工程师,8ac0f0daba275b871Hd709-6F1RV,9-14K,138000,1-3年,,
339,北京,全栈工程师,本科,nodejs开发工程师,1828b01d3b5cb1bc1Hx62NS1FVVW,9-14K,138000,1-3年,,
340,北京,全栈工程师,本科,全栈开发工程师,1ac13ecb82d503241HF62NW5GFtY,8-13K,126000,1-3年,,
341,北京,全栈工程师,本科,全栈工程师,1408ed5a21e828b41Hx53Nm1EFpZ,7-9K,96000,1-3年,,
342,北京,全栈工程师,本科,全栈开发工程师,bebe352157d059481HN83926FVNW,7-10K,102000,1-3年,,
343,北京,全栈工程师,本科,全栈工程师,64c7cc647c14b5f81Xd82ty6FFVT,8-13K,126000,在校/应届,,
344,北京,全栈工程师,本科,资深前端开发,785897aacce1c1f21HZ60924E1BQ,7-12K·14薪,133000,5-10年,,
345,北京,全栈工程师,大专,全栈工程师,57e2e7d61e9e623c1HB93Nm6ElBW,8-13K,126000,3-5年,,
346,北京,全栈工程师,大专,全栈工程师,716035784d86301f1Hxy29W1FlFR,9-14K,138000,1-3年,,
347,北京,全栈工程师,大专,APP&前端开发工程师,802ab0c9de019c581HJ539S9ElpW,8-12K,120000,3-5年,,
348,北京,全栈工程师,本科,java全栈工程师,ca225279de72b9691Hx-0tS9GVtQ,8-9K,102000,3-5年,,
349,北京,全栈工程师,大专,软件工程师,1e9214978599652b1Hx92Ny9GFRV,7-12K,114000,3-5年,,
350,北京,全栈工程师,大专,高级全栈开发工程师,678040e8e47fe54d1HN43ti-GVJW,8-10K,108000,1-3年,,
351,北京,全栈工程师,本科,初级全栈工程师,1cba77225782cd111HB63tq5ElVQ,9-14K,138000,1-3年,,
352,北京,全栈工程师,本科,网站开发工程师,7f61502da2f4a9111Hx729W-F1RT,8-13K,126000,3-5年,,
353,北京,全栈工程师,本科,初级全栈工程师,9e835e52ef7313c71HJ-3di8GVtZ,8-12K,120000,1-3年,,
354,北京,全栈工程师,本科,高级全栈开发工程师,57c90dbae1dc3ef61HN_3ti-FlJX,8-9K,102000,3-5年,,
355,北京,全栈工程师,本科,全栈工程师,6b5a3491f0d800971HF_2N6_E1pW,14-28K,252000,5-10年,,
356,北京,全栈工程师,本科,远程办公-全栈工程师,ba2984312b36edb71Hxy2dS6GVpX,20-25K,270000,5-10年,,
357,北京,全栈工程师,本科,资深全栈工程师,307d2c73e70edf121HJz0tu7ElNV,26-40K,396000,5-10年,,
358,北京,全栈工程师,本科,【硅谷外企 支持远程】后端开发工程师,c4b462042b5c23271Hxz0929FlJV,30-50K,480000,5-10年,,
359,北京,全栈工程师,本科,PHP,1566ffd47691aafa3nFy0t6_EFE~,9-13K,132000,经验不限,,
360,北京,其他后端开发,本科,C++,40e1faa254f62c221nxy2Ni9EVNU,5-10K·13薪,97500,在校/应届,,
361,北京,其他后端开发,本科,软件开发助理,d832318082c6f0071HJ90ti9ElBX,5-7K,72000,1-3年,,
362,北京,其他后端开发,本科,php工程师,87fdf6e78c2f16231HR_3NW0FFZR,8-12K,120000,1-3年,,
363,北京,其他后端开发,本科,Python,eae4fb03a2d1e48e1Hx62di0E1tW,9-14K,138000,3-5年,,
364,北京,其他后端开发,大专,高精地图分析,c125c63b4122a2641Hxy2dm-FVpR,5-10K,90000,1-3年,,
365,北京,其他后端开发,大专,python开发,64792e3a934824f61HNy09i5GVZY,7-12K,114000,1-3年,,
366,北京,其他后端开发,本科,后端开发工程师,5fe5e9eac4e576fa1HFz0tW_FVNY,8-12K,120000,在校/应届,,
367,北京,其他后端开发,大专,开发工程师,dfdf57ce9ecc5e491XJy29m0ElBW,9-10K,114000,3-5年,,
368,北京,其他后端开发,本科,后台开发工程师,6ca4b905567730471Hx_2dS9ElpQ,8-13K·13薪,136500,1-3年,,
369,北京,其他后端开发,本科,C＋＋开发工程师,a4e25706e39a49651XZ62tS8FldQ,9-14K·13薪,149500,经验不限,,
370,北京,其他后端开发,本科,webgis,2e12345584fc77771Hxz2du7GFpR,8-10K,108000,经验不限,,
371,北京,其他后端开发,本科,软件开发工程师,4784b33f22ccbcdd1HF62N65GVJY,8-12K,120000,3-5年,,
372,北京,其他后端开发,本科,后端（初级、中级、高级）,b39fe58be867c6bb1Hx93tu9FlBY,7-12K,114000,3-5年,,
373,北京,其他后端开发,本科,java前端开发工程师,71bad9c2c9870cfa1Hxz3ti8GVpW,9-14K,138000,3-5年,,
374,北京,其他后端开发,本科,后端开发实习生-生活服务,8fe3ed7f7c3a3fa11HN-39i7FFtT,8-9K,102000,经验不限,,
375,北京,其他后端开发,本科,计算机开发工程师学徒,9993f39316aed4931Hx62t69FFBV,2-4K,36000,经验不限,,
376,北京,其他后端开发,本科,Web软件开发,cdafe3beea2e95ed0Hd93t-5Flo~,6-7K,78000,在校/应届,,
377,北京,其他后端开发,本科,Java开发工程师,591b0702846da1661Hxy09q_FVVW,7-9K,96000,5-10年,,
378,北京,其他后端开发,本科,中级-Java-后端开发工程师-3年以上,d35aabf30bdee1171HF409q4ElRX,9-14K·13薪,149500,3-5年,,
379,北京,其他后端开发,本科,后端开发工程师JD,2ed90ab9b670d6c11Hx53Nm9GVNW,8-11K,114000,1-3年,,
380,北京,其他后端开发,大专,中级php开发工程师,de9b9e689f4cd6931HZ_3dW6ElNQ,6-7K,78000,1-3年,,
381,北京,其他后端开发,本科,初级java开发工程师,ee485a372b44f15c1HV42Nm_FVpX,9-14K,138000,1-3年,,
382,北京,其他后端开发,本科,Ai智能体训练技术人员,beab6051292309811Hx709m_E1VU,8-10K,108000,3-5年,,
383,北京,其他后端开发,大专,QT软件工程师,0141220abef186521HZ42ty1FFFY,8-13K,126000,1-3年,,
384,北京,其他后端开发,本科,JAVA开发,7edba6671f7d2fbb1Hxy29S_FlRQ,8-13K,126000,5-10年,,
385,北京,其他后端开发,本科,Java 代码审计,5bb253e7c44be16e1Hxz09u8FFBU,3-5K·14薪,56000,经验不限,,
386,北京,其他后端开发,本科,Java开发工程师,80539871c957c0621n183tm9E1VX,8-12K,120000,3-5年,,
387,北京,其他后端开发,本科,.NET开发工程师,238399bd30d1cb1c1Hx72929EVVQ,8-12K·15薪,150000,1-3年,,
388,北京,其他后端开发,本科,python开发工程师,4079c3619f993b6a1HB82Nu1E1VY,7-12K·13薪,123500,1-3年,,
389,北京,其他后端开发,本科,C/C++研发工程师,2a8cd68295dfe7651HJz2ti9E1FX,8-12K·13薪,130000,经验不限,,
390,北京,前端开发工程师,大专,小程序开发 flutter ios 安卓开发,4e089e7b3e2d30b91HNz392-ElZU,8-12K,120000,1-3年,,
391,北京,前端开发工程师,本科,前端工程师,9a1ff810d975e5501Hx72d20FVpS,9-14K,138000,3-5年,,
392,北京,前端开发工程师,本科,Web前端/UI开发工程师,05436711ed72ba681nJ72927FVVS,7-12K,114000,3-5年,,
393,北京,前端开发工程师,大专,开发工程师,8e29531d59d4dd5e1Xx60tm4E1dR,6-11K,102000,经验不限,,
394,北京,前端开发工程师,大专,vue开发,5262c5d8a7da882a1HJ-2925EVNX,9-11K,120000,1-3年,,
395,北京,前端开发工程师,本科,前端（初级、中级、高级）,65e4c718ddfcf2b41Hx93tu9EVpS,7-12K,114000,1-3年,,
396,北京,前端开发工程师,大专,Web前端开发,2a23f4d092f558ad1Xdz39q0GFtY,8-13K,126000,1-3年,,
397,北京,前端开发工程师,本科,前端开发,04c88b76385cd6781Hxy29S-EFpU,8-12K,120000,3-5年,,
398,北京,前端开发工程师,大专,网站开发工程师,6295ae88fe28aa320n183di-F1M~,7-9K,96000,1-3年,,
399,北京,前端开发工程师,本科,前端开发工程师,1aa864ed6b88409a1HZ539W8FlBR,5-6K,66000,1-3年,,
400,北京,前端开发工程师,本科,高级前端开发,db3a30e6b1e564781Hxz09u_GVtR,8-10K,108000,1-3年,,
401,北京,前端开发工程师,本科,app开发人员,64c57310b789f4891Hx929q1F1NY,6-8K,84000,经验不限,,
402,北京,前端开发工程师,本科,前端开发工程师,677644e203a695881HJ-2d-4EFFY,8-12K,120000,1-3年,,
403,北京,前端开发工程师,本科,web前端,56faa3c7826351e80nJ439q4E1Y~,8-13K,126000,1-3年,,
404,北京,前端开发工程师,大专,web前端开发工程师,2572f031881579a71HJ42dS-ElZV,5-8K,78000,1-3年,,
405,北京,前端开发工程师,本科,前端工程师,00c1603d649849be1Hx90966GFJQ,9-14K,138000,3-5年,,
406,北京,前端开发工程师,本科,前端实习生(可转正),3415ae4e7b68bbb31Hxz3t-0F1RV,6-11K,102000,在校/应届,,
407,北京,前端开发工程师,本科,前端开发,9c399b42fbff7e791Hx60t-9ElNT,4-6K,60000,在校/应届,,
408,北京,前端开发工程师,本科,web前端,416286955f1a8ae30Xdy2968Fw~~,8-12K,120000,3-5年,,
409,北京,前端开发工程师,大专,前端工程师,d11ea80f75dbd08f1HF70966FVpZ,3-6K,54000,经验不限,,
410,北京,前端开发工程师,本科,前端工程师-BPMAX配置方向,4876c9142cc0a9351Hx43927EFBX,6-11K,102000,在校/应届,,
411,北京,前端开发工程师,本科,vue前端开发工程师,6a689d071dff0a1b1Hd83N-0EltZ,8-12K,120000,1-3年,,
412,北京,前端开发工程师,本科,vue+nodejs前端开发工程师,90cc3e60eb740f591HB_2dS4EVpQ,5-7K,72000,经验不限,,
413,北京,前端开发工程师,本科,前端开发、UI工程师1,0124151d89fa45091HVz2ty8FlRV,9-14K·13薪,149500,5-10年,,
414,北京,前端开发工程师,本科,资深前端工程师,3f93c55ce9e17b141Hd-3N26EVZW,9-10K,114000,3-5年,,
415,北京,前端开发工程师,大专,前端开发工程师,60f82b344a3172431nV73tm4GVFQ,8-13K,126000,1-3年,,
416,北京,前端开发工程师,大专,初级前端工程师,98a38f323bf30b561Hd40tS6GVBU,6-7K,78000,1-3年,,
417,北京,前端开发工程师,大专,vue开发工程师,b814ec44c01841931Hxz3tS6EVNX,6-8K,84000,3-5年,,
418,北京,前端开发工程师,本科,前端工程师,4fdd1dc23f898fe31nx82dS8ElZQ,9-14K,138000,1-3年,,
419,北京,前端开发工程师,本科,前端开发工程师,686001d3468c5ded1Xx_2tq8E1FQ,8-12K·13薪,130000,在校/应届,,
